context_id,length,total_samples,eligible_sequences,terminated_before_length,canonical_sequences,noncanonical_sequences,canonical_percentage,canonical_ci95_low,canonical_ci95_high
dataset-003,24,16,16,0,14,2,87.5,63.97717273424131,96.50225122567595
dataset-003,25,16,16,0,14,2,87.5,63.97717273424131,96.50225122567595
dataset-003,26,16,16,0,14,2,87.5,63.97717273424131,96.50225122567595
dataset-003,27,16,16,0,14,2,87.5,63.97717273424131,96.50225122567595
dataset-003,28,16,16,0,14,2,87.5,63.97717273424131,96.50225122567595
dataset-003,29,16,16,0,14,2,87.5,63.97717273424131,96.50225122567595
dataset-003,30,16,16,0,14,2,87.5,63.97717273424131,96.50225122567595
dataset-003,31,16,16,0,14,2,87.5,63.97717273424131,96.50225122567595
dataset-003,32,16,16,0,14,2,87.5,63.97717273424131,96.50225122567595
dataset-003,33,16,16,0,14,2,87.5,63.97717273424131,96.50225122567595
dataset-003,34,16,16,0,14,2,87.5,63.97717273424131,96.50225122567595
dataset-003,35,16,16,0,14,2,87.5,63.97717273424131,96.50225122567595
dataset-003,36,16,16,0,14,2,87.5,63.97717273424131,96.50225122567595
dataset-003,37,16,16,0,14,2,87.5,63.97717273424131,96.50225122567595
dataset-003,38,16,16,0,14,2,87.5,63.97717273424131,96.50225122567595
dataset-003,39,16,16,0,14,2,87.5,63.97717273424131,96.50225122567595
dataset-003,40,16,16,0,14,2,87.5,63.97717273424131,96.50225122567595
dataset-003,41,16,16,0,14,2,87.5,63.97717273424131,96.50225122567595
dataset-003,42,16,16,0,14,2,87.5,63.97717273424131,96.50225122567595
dataset-003,43,16,16,0,14,2,87.5,63.97717273424131,96.50225122567595
dataset-003,44,16,16,0,14,2,87.5,63.97717273424131,96.50225122567595
